EmplID - Employee Name,Employee - EmplID - Job Title,Terminal,Workforce Callout Number,Call out Reasons,Related Employee,Shift,Date Created
aasif,BUS ATTENDANT,New York Ave,+(698) 279-8123,Unscheduled Sick Leave,42225,AM and PM,01-04-2024 06:49 PM
aasto,Bus Attendant,New York Ave,+(380) 984-5928,Unscheduled Sick Leave,123078,PM,01-04-2024 01:45 PM
aamod,Bus Attendant,New York Ave,+(365) 681-1852,Unscheduled Sick Leave,127883,PM,01-04-2024 01:35 PM
aardhna,Bus Attendant,New York Ave,+(314) 549-5819,Unscheduled Sick Leave,123316,PM,01-04-2024 12:55 PM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,Unscheduled sick leave for 3 or more days,42232,PM,01-04-2024 12:17 PM
aamosh,BUS ATTENDANT,New York Ave,+(116) 775-4786,Unscheduled Sick Leave,41297,AM,01-04-2024 06:46 AM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,Unscheduled Sick Leave,42232,AM,01-04-2024 05:47 AM
aasif,BUS ATTENDANT,New York Ave,+(698) 279-8123,Unscheduled Sick Leave,42225,AM and PM,01-04-2024 05:37 AM
aakib,Bus Attendant,New York Ave,+(652) 566-4491,Annual Leave - Unscheduled,41431,AM and PM,01-04-2024 05:31 AM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Unscheduled Sick Leave,97105,AM,01-04-2024 05:09 AM
aakar,MOTOR VEHICLE OPERATOR,New York Ave,+(565) 326-9986,Unscheduled Sick Leave,42917,AM and PM,01-04-2024 04:57 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,01-04-2024 04:02 AM
aasa,MOTOR VEHICLE OPERATOR,New York Ave,+(905) 319-9563,Unscheduled Sick Leave,102697,AM and PM,01-04-2024 03:50 AM
abhash,Bus Attendant,New York Ave,+(433) 996-1181,Unscheduled sick leave for 3 or more days,101589,AM,01-04-2024 03:40 AM
aashis,BUS ATTENDANT,New York Ave,+(675) 347-8112,Unscheduled Sick Leave,41752,AM and PM,01-04-2024 03:40 AM
aaftab,MOTOR VEHICLE OPERATOR,New York Ave,+(957) 728-8437,Unscheduled Sick Leave,41919,AM and PM,01-04-2024 03:38 AM
aayesha,MOTOR VEHICLE OPERATOR,New York Ave,+(929) 116-2774,Unscheduled Sick Leave,41858,AM and PM,01-04-2024 03:26 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Annual Leave - Unscheduled,111881,AM and PM,01-04-2024 02:19 AM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,Unscheduled Sick Leave,41462,AM and PM,01-04-2024 12:14 AM
aajad,Bus Attendant,New York Ave,+(465) 353-2371,Unscheduled Sick Leave,53347,AM and PM,01-03-2024 10:59 PM
abhaki,BUS ATTENDANT,New York Ave,+(539) 814-2787,Unscheduled sick leave for 3 or more days,42293,AM and PM,01-03-2024 05:46 PM
aanil,Motor Vehicle Operator,New York Ave,+(439) 587-9331,Unscheduled Sick Leave,109679,PM,01-03-2024 12:03 PM
aadil,MOTOR VEHICLE OPERATOR,New York Ave,+(676) 207-3884,Unscheduled Sick Leave,127345,PM,01-03-2024 11:42 AM
aasmin,MOTOR VEHICLE OPERATOR,New York Ave,+(793) 931-1483,Unscheduled Sick Leave,98613,PM,01-03-2024 11:10 AM
aamrin,BUS ATTENDANT,New York Ave,+(580) 524-2353,Unscheduled Sick Leave,68079,AM and PM,01-03-2024 06:56 AM
abhash,Bus Attendant,New York Ave,+(433) 996-1181,Unscheduled Sick Leave,101589,AM,01-03-2024 06:41 AM
aajad,Bus Attendant,New York Ave,+(465) 353-2371,Unscheduled Sick Leave,53347,AM and PM,01-03-2024 06:14 AM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,Unscheduled Sick Leave,42232,AM and PM,01-03-2024 05:23 AM
aadish,Bus Attendant,New York Ave,+(288) 831-1482,Unscheduled Sick Leave,128037,AM,01-03-2024 05:18 AM
aalam,MOTOR VEHICLE OPERATOR,New York Ave,+(439) 773-2215,Unscheduled sick leave for 3 or more days,58398,AM and PM,01-03-2024 05:15 AM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,AM,01-03-2024 05:02 AM
aanand,BUS ATTENDANT,New York Ave,+(136) 568-3002,Unscheduled Sick Leave,42141,AM and PM,01-03-2024 03:50 AM
aasa,MOTOR VEHICLE OPERATOR,New York Ave,+(905) 319-9563,FMLA,102697,AM and PM,01-03-2024 03:47 AM
abha,Bus Attendant,New York Ave,+(489) 245-2129,Unscheduled Sick Leave,128282,AM and PM,01-03-2024 03:35 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,01-03-2024 03:32 AM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Unscheduled Sick Leave,42550,AM and PM,01-03-2024 03:27 AM
aash,Bus Attendant,New York Ave,+(708) 824-1855,Unscheduled Sick Leave,109486,AM and PM,01-03-2024 03:24 AM
aaysha,BUS ATTENDANT,New York Ave,+(598) 867-4190,Unscheduled Sick Leave,42002,AM and PM,01-03-2024 03:21 AM
aadil,MOTOR VEHICLE OPERATOR,New York Ave,+(676) 207-3884,Unscheduled Sick Leave,127345,AM,01-03-2024 03:11 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Annual Leave - Unscheduled,111881,AM and PM,01-03-2024 03:03 AM
aamod,Bus Attendant,New York Ave,+(365) 681-1852,Unscheduled Sick Leave,127883,AM and PM,01-03-2024 02:14 AM
abhaki,BUS ATTENDANT,New York Ave,+(539) 814-2787,Unscheduled Sick Leave,42293,AM and PM,01-03-2024 02:12 AM
aanchal,Bus Attendant,New York Ave,+(931) 402-1644,Unscheduled Sick Leave,112095,AM and PM,01-03-2024 01:13 AM
aarti,BUS ATTENDANT,New York Ave,+(954) 480-1159,Unscheduled Sick Leave,42162,AM and PM,01-02-2024 09:54 PM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,FMLA,41462,AM and PM,01-02-2024 09:13 PM
aasif,BUS ATTENDANT,New York Ave,+(698) 279-8123,Unscheduled Sick Leave,42225,AM and PM,01-02-2024 09:10 PM
aakash,MOTOR VEHICLE OPERATOR,New York Ave,+(983) 657-7199,Annual Leave - Unscheduled,41365,PM,01-02-2024 11:49 AM
aashish,BUS ATTENDANT,New York Ave,+(504) 570-2372,Unscheduled Sick Leave,122280,PM,01-02-2024 11:20 AM
aamina,MOTOR VEHICLE OPERATOR,New York Ave,+(177) 799-5876,Unscheduled Sick Leave,59081,PM,01-02-2024 10:59 AM
aarushi,Bus Attendant,New York Ave,+(831) 103-3273,Annual Leave - Unscheduled,120998,PM,01-02-2024 10:37 AM
aansi,Bus Attendant,New York Ave,+(576) 666-5406,Unscheduled Sick Leave,108814,PM,01-02-2024 10:31 AM
aarif,Bus Attendant,New York Ave,+(483) 243-1118,Unscheduled Sick Leave,128169,PM,01-02-2024 10:22 AM
aanik,MOTOR VEHICLE OPERATOR,New York Ave,+(558) 399-8721,Unscheduled Sick Leave,42219,AM and PM,01-02-2024 07:17 AM
aaysha,BUS ATTENDANT,New York Ave,+(598) 867-4190,Unscheduled Sick Leave,42002,AM and PM,01-02-2024 06:05 AM
abhaysingh,BUS ATTENDANT,New York Ave,+(464) 243-9674,Unscheduled Sick Leave,42379,AM and PM,01-02-2024 05:31 AM
aasto,Bus Attendant,New York Ave,+(380) 984-5928,Unscheduled Sick Leave,123078,AM and PM,01-02-2024 05:01 AM
aadish,Bus Attendant,New York Ave,+(288) 831-1482,Unscheduled Sick Leave,128037,AM and PM,01-02-2024 04:21 AM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Unscheduled Sick Leave,42550,AM and PM,01-02-2024 04:06 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,01-02-2024 04:01 AM
aazadi,MOTOR VEHICLE OPERATOR,New York Ave,+(197) 759-1932,Unscheduled Sick Leave,41228,AM and PM,01-02-2024 04:01 AM
aasa,MOTOR VEHICLE OPERATOR,New York Ave,+(905) 319-9563,FMLA,102697,AM and PM,01-02-2024 03:18 AM
aashis,BUS ATTENDANT,New York Ave,+(675) 347-8112,Unscheduled Sick Leave,41752,AM and PM,01-02-2024 03:10 AM
aajiv,MOTOR VEHICLE OPERATOR,New York Ave,+(356) 393-9119,Unscheduled Sick Leave,54763,AM and PM,01-02-2024 02:45 AM
aadil,MOTOR VEHICLE OPERATOR,New York Ave,+(676) 207-3884,Unscheduled Sick Leave,127345,AM,01-02-2024 02:03 AM
abdullah,BUS ATTENDANT,New York Ave,+(177) 127-1834,Unscheduled Sick Leave,41925,AM and PM,01-02-2024 01:51 AM
aadesh,BUS ATTENDANT,New York Ave,+(953) 638-6905,Annual Leave - Unscheduled,41452,AM and PM,01-02-2024 01:14 AM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Unscheduled Sick Leave,42381,AM and PM,01-02-2024 01:14 AM
aasish,MOTOR VEHICLE OPERATOR,New York Ave,+(741) 955-1339,Unscheduled Sick Leave,41819,AM and PM,01-02-2024 01:11 AM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,FMLA,41462,AM and PM,01-02-2024 12:24 AM
aansu,BUS ATTENDANT,New York Ave,+(927) 827-7604,Unscheduled Sick Leave,41958,AM and PM,01-02-2024 12:06 AM
aahim,MOTOR VEHICLE OPERATOR,New York Ave,+(240) 893-7656,Unscheduled Sick Leave,42458,AM and PM,01-01-2024 11:26 PM
aaliya,Bus Attendant,New York Ave,+(764) 903-1459,Unscheduled Sick Leave,109474,AM and PM,01-01-2024 10:49 PM
aagand,Bus Attendant,New York Ave,+(141) 263-5199,Unscheduled Sick Leave,132007,AM and PM,01-01-2024 10:37 PM
aasu,Motor Vehicle Operator,New York Ave,+(635) 264-6237,Unscheduled Sick Leave,106706,AM and PM,01-01-2024 10:18 PM
aalina,Bus Attendant,New York Ave,+(666) 994-4045,Unscheduled Sick Leave,112055,AM and PM,01-01-2024 09:50 PM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Annual Leave - Unscheduled,111881,AM and PM,01-01-2024 09:36 PM
aamir,Bus Attendant,New York Ave,+(214) 770-8236,Unscheduled Sick Leave,127884,AM and PM,01-01-2024 09:33 PM
aashma,Bus Attendant,New York Ave,+(800) 178-4983,Unscheduled Sick Leave,127880,AM and PM,01-01-2024 09:03 PM
aatam,BUS ATTENDANT,New York Ave,+(893) 993-5863,Unscheduled Sick Leave,113159,AM and PM,01-01-2024 08:54 PM
aanya,MOTOR VEHICLE OPERATOR,New York Ave,+(743) 981-1618,Unscheduled Sick Leave,41484,AM and PM,01-01-2024 08:22 PM
aaditya,MOTOR VEHICLE OPERATOR,New York Ave,+(921) 154-9304,Unscheduled Sick Leave,100688,AM and PM,01-01-2024 07:40 PM
abdul,BUS ATTENDANT,New York Ave,+(242) 650-4685,Unscheduled Sick Leave,42536,AM and PM,01-01-2024 06:10 PM
aansi,Bus Attendant,New York Ave,+(576) 666-5406,Unscheduled Sick Leave,108814,AM and PM,12-31-2023 06:53 PM
abhi,Bus Attendant,New York Ave,+(198) 967-8852,Unscheduled Sick Leave,128284,AM and PM,12-29-2023 05:23 AM
aakar,MOTOR VEHICLE OPERATOR,New York Ave,+(565) 326-9986,Unscheduled Sick Leave,42917,AM and PM,12-29-2023 05:06 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,12-29-2023 03:57 AM
aazadi,MOTOR VEHICLE OPERATOR,New York Ave,+(197) 759-1932,Unscheduled Sick Leave,41228,AM and PM,12-29-2023 02:11 AM
abhijeet,BUS ATTENDANT,New York Ave,+(503) 946-5278,Unscheduled Sick Leave,97995,AM and PM,12-29-2023 01:16 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Annual Leave - Unscheduled,111881,AM and PM,12-29-2023 12:18 AM
abhijit,Motor Vehicle Operator,New York Ave,+(242) 327-3817,Unscheduled Sick Leave,110714,AM and PM,12-29-2023 12:04 AM
abhijit,Motor Vehicle Operator,New York Ave,+(242) 327-3817,Late to Work,110714,AM,12-28-2023 05:56 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Unscheduled Sick Leave,111881,AM and PM,12-28-2023 04:29 AM
abhilash,BUS ATTENDANT,New York Ave,+(834) 954-9246,Unscheduled Sick Leave,41571,AM and PM,12-28-2023 03:46 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,12-28-2023 03:36 AM
aadesh,BUS ATTENDANT,New York Ave,+(953) 638-6905,Late to Work,41452,AM and PM,12-28-2023 02:33 AM
aarav,MOTOR VEHICLE OPERATOR,New York Ave,+(943) 565-4242,Annual Leave - Unscheduled,41106,AM and PM,12-28-2023 12:11 AM
abhijeet,BUS ATTENDANT,New York Ave,+(503) 946-5278,Unscheduled Sick Leave,97995,AM and PM,12-27-2023 05:34 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,12-27-2023 03:42 AM
aarav,MOTOR VEHICLE OPERATOR,New York Ave,+(943) 565-4242,Annual Leave - Unscheduled,41106,AM and PM,12-27-2023 02:06 AM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,FMLA,41462,AM and PM,12-27-2023 01:17 AM
abhilash,BUS ATTENDANT,New York Ave,+(834) 954-9246,Unscheduled Sick Leave,41571,AM and PM,12-27-2023 12:58 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Annual Leave - Unscheduled,111881,AM and PM,12-27-2023 12:46 AM
abhilasha,Bus Attendant,New York Ave,+(546) 354-4620,Unscheduled Sick Leave,128058,AM and PM,12-27-2023 12:16 AM
aalina,Bus Attendant,New York Ave,+(666) 994-4045,Unscheduled Sick Leave,112055,AM and PM,12-26-2023 11:51 PM
aagand,Bus Attendant,New York Ave,+(141) 263-5199,Unscheduled Sick Leave,132007,AM and PM,12-26-2023 10:34 PM
aatam,BUS ATTENDANT,New York Ave,+(893) 993-5863,Paid Family Leave,113159,AM and PM,12-26-2023 06:29 PM
aaditya,MOTOR VEHICLE OPERATOR,New York Ave,+(921) 154-9304,Unscheduled Sick Leave,100688,AM and PM,12-26-2023 04:53 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,12-26-2023 04:01 AM
abhijeet,BUS ATTENDANT,New York Ave,+(503) 946-5278,Unscheduled Sick Leave,97995,AM and PM,12-26-2023 03:23 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Annual Leave - Unscheduled,111881,AM and PM,12-26-2023 12:54 AM
abhilasha,Bus Attendant,New York Ave,+(546) 354-4620,Unscheduled Sick Leave,128058,AM and PM,12-25-2023 11:56 PM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,FMLA,41462,AM and PM,12-25-2023 11:03 PM
aalina,Bus Attendant,New York Ave,+(666) 994-4045,Unscheduled Sick Leave,112055,AM and PM,12-25-2023 10:58 PM
aabid,Bus Attendant,New York Ave,+(958) 694-3005,Unscheduled Sick Leave,31036,AM and PM,12-25-2023 09:49 PM
aajad,Bus Attendant,New York Ave,+(465) 353-2371,Unscheduled Sick Leave,53347,AM and PM,12-22-2023 06:39 AM
aarushi,Bus Attendant,New York Ave,+(831) 103-3273,Late to Work,120998,AM,12-22-2023 05:18 AM
aaftab,MOTOR VEHICLE OPERATOR,New York Ave,+(957) 728-8437,Unscheduled Sick Leave,41919,AM and PM,12-22-2023 04:45 AM
aakar,MOTOR VEHICLE OPERATOR,New York Ave,+(565) 326-9986,Unscheduled Sick Leave,42917,AM and PM,12-22-2023 04:31 AM
aakas,Bus Attendant,New York Ave,+(781) 573-9105,Unscheduled Sick Leave,123310,PM,12-22-2023 04:06 AM
aarti,BUS ATTENDANT,New York Ave,+(954) 480-1159,Unscheduled Sick Leave,42162,AM and PM,12-22-2023 04:02 AM
aadesh,BUS ATTENDANT,New York Ave,+(953) 638-6905,Annual Leave - Unscheduled,41452,AM and PM,12-22-2023 03:52 AM
aashish,BUS ATTENDANT,New York Ave,+(504) 570-2372,Unscheduled Sick Leave,122280,AM and PM,12-22-2023 03:22 AM
aadish,Bus Attendant,New York Ave,+(288) 831-1482,Unscheduled Sick Leave,128037,AM and PM,12-22-2023 03:05 AM
aanand,BUS ATTENDANT,New York Ave,+(136) 568-3002,Unscheduled Sick Leave,42141,AM and PM,12-22-2023 02:46 AM
aabid,Bus Attendant,New York Ave,+(958) 694-3005,Unscheduled Sick Leave,31036,AM and PM,12-22-2023 02:06 AM
aajiv,MOTOR VEHICLE OPERATOR,New York Ave,+(356) 393-9119,Unscheduled Sick Leave,54763,AM and PM,12-22-2023 01:30 AM
aahim,MOTOR VEHICLE OPERATOR,New York Ave,+(240) 893-7656,Unscheduled Sick Leave,42458,AM and PM,12-22-2023 12:18 AM
aamir,Bus Attendant,New York Ave,+(214) 770-8236,Unscheduled Sick Leave,127884,AM and PM,12-21-2023 10:41 PM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Annual Leave - Unscheduled,111881,AM and PM,12-21-2023 10:38 PM
aazad,BUS ATTENDANT,New York Ave,+(312) 295-6392,Unscheduled Sick Leave,43185,AM and PM,12-21-2023 10:30 PM
aasu,Motor Vehicle Operator,New York Ave,+(635) 264-6237,Unscheduled Sick Leave,106706,AM and PM,12-21-2023 09:52 PM
aashma,Bus Attendant,New York Ave,+(800) 178-4983,Unscheduled Sick Leave,127880,AM and PM,12-21-2023 09:26 PM
aafreen,Bus Attendant,New York Ave,+(707) 610-6946,Unscheduled Sick Leave,127886,AM and PM,12-21-2023 06:45 PM
aas,Bus Attendant,New York Ave,+(185) 675-7762,Late to Work,128165,PM,12-21-2023 12:52 PM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,Unscheduled Sick Leave,41462,PM,12-21-2023 12:17 PM
aaenab,Bus Attendant,New York Ave,+(607) 493-9290,Unscheduled Sick Leave,128038,PM,12-21-2023 12:00 PM
aadil,MOTOR VEHICLE OPERATOR,New York Ave,+(676) 207-3884,Unscheduled Sick Leave,127345,PM,12-21-2023 11:54 AM
aaliya,Bus Attendant,New York Ave,+(300) 279-3970,Unscheduled Sick Leave,109474,PM,12-21-2023 11:22 AM
aalam,MOTOR VEHICLE OPERATOR,New York Ave,+(439) 773-2215,Unscheduled Sick Leave,58398,PM,12-21-2023 10:35 AM
aashma,Bus Attendant,New York Ave,+(800) 178-4983,Unscheduled Sick Leave,127880,PM,12-21-2023 10:04 AM
aamir,Bus Attendant,New York Ave,+(214) 770-8236,Unscheduled Sick Leave,127884,PM,12-21-2023 10:04 AM
aahim,MOTOR VEHICLE OPERATOR,New York Ave,+(240) 893-7656,Unscheduled Sick Leave,42458,PM,12-21-2023 09:37 AM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,Unscheduled Sick Leave,42232,AM and PM,12-21-2023 06:12 AM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Annual Leave - Unscheduled,42381,AM,12-21-2023 05:07 AM
aarifa,BUS ATTENDANT,New York Ave,+(127) 367-5332,Unscheduled Sick Leave,42363,AM and PM,12-21-2023 04:48 AM
abdul,BUS ATTENDANT,New York Ave,+(242) 650-4685,Unscheduled Sick Leave,42536,AM and PM,12-21-2023 04:40 AM
aazad,BUS ATTENDANT,New York Ave,+(312) 295-6392,Unscheduled Sick Leave,43185,AM and PM,12-21-2023 04:37 AM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,AM,12-21-2023 04:32 AM
aakar,MOTOR VEHICLE OPERATOR,New York Ave,+(565) 326-9986,Unscheduled Sick Leave,42917,AM,12-21-2023 04:31 AM
aayana,MOTOR VEHICLE OPERATOR,New York Ave,+(655) 959-4018,Annual Leave - Unscheduled,41472,AM and PM,12-21-2023 04:23 AM
aarifun,BUS ATTENDANT,New York Ave,+(379) 284-5251,Unscheduled Sick Leave,41678,AM and PM,12-21-2023 03:50 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,12-21-2023 03:44 AM
aashis,BUS ATTENDANT,New York Ave,+(662) 808-5475,Unscheduled Sick Leave,41752,AM and PM,12-21-2023 03:38 AM
aabid,Bus Attendant,New York Ave,+(958) 694-3005,Unscheduled Sick Leave,31036,AM and PM,12-21-2023 02:58 AM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Annual Leave - Unscheduled,97105,AM and PM,12-21-2023 01:42 AM
aakash,MOTOR VEHICLE OPERATOR,New York Ave,+(983) 657-7199,Unscheduled sick leave for 3 or more days,41365,AM and PM,12-21-2023 12:17 AM
aadil,MOTOR VEHICLE OPERATOR,New York Ave,+(676) 207-3884,Unscheduled Sick Leave,127345,AM,12-21-2023 12:00 AM
aarati,Motor Vehicle Operator,New York Ave,+(689) 624-7135,FMLA,107306,AM and PM,12-20-2023 11:48 PM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Annual Leave - Unscheduled,111881,AM and PM,12-20-2023 11:02 PM
aavesh,Bus Attendant,New York Ave,+(420) 335-4215,Unscheduled Sick Leave,59648,AM and PM,12-20-2023 09:35 PM
aaditya,MOTOR VEHICLE OPERATOR,New York Ave,+(921) 154-9304,Unscheduled Sick Leave,100688,PM,12-20-2023 01:59 PM
aabid,Bus Attendant,New York Ave,+(958) 694-3005,Unscheduled Sick Leave,31036,PM,12-20-2023 01:11 PM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Unscheduled Sick Leave,111881,PM,12-20-2023 11:22 AM
aakash,MOTOR VEHICLE OPERATOR,New York Ave,+(983) 657-7199,Unscheduled Sick Leave,41365,PM,12-20-2023 10:22 AM
abbas,Bus Attendant,New York Ave,+(225) 667-4231,Unscheduled Sick Leave,123588,PM,12-20-2023 10:08 AM
aasa,MOTOR VEHICLE OPERATOR,New York Ave,+(905) 319-9563,FMLA,102697,PM,12-20-2023 08:08 AM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Paid Family Leave,97105,AM and PM,12-20-2023 07:57 AM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,Unscheduled Sick Leave,42232,AM and PM,12-20-2023 05:54 AM
aanik,MOTOR VEHICLE OPERATOR,New York Ave,+(351) 864-4673,Unscheduled Sick Leave,42219,PM,12-20-2023 05:36 AM
aavesh,Bus Attendant,New York Ave,+(420) 335-4215,Unscheduled Sick Leave,59648,AM and PM,12-20-2023 05:20 AM
aakas,Bus Attendant,New York Ave,+(785) 144-9531,Unscheduled Sick Leave,123310,AM,12-20-2023 05:18 AM
aakar,MOTOR VEHICLE OPERATOR,New York Ave,+(565) 326-9986,Unscheduled Sick Leave,42917,AM and PM,12-20-2023 04:25 AM
aarati,Motor Vehicle Operator,New York Ave,+(689) 624-7135,FMLA,107306,AM and PM,12-20-2023 03:55 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,12-20-2023 03:45 AM
aashis,BUS ATTENDANT,New York Ave,+(662) 808-5475,Unscheduled Sick Leave,41752,AM and PM,12-20-2023 01:31 AM
aayana,MOTOR VEHICLE OPERATOR,New York Ave,+(655) 959-4018,Unscheduled Sick Leave,41472,AM and PM,12-20-2023 01:22 AM
abdullah,BUS ATTENDANT,New York Ave,+(177) 127-1834,Unscheduled Sick Leave,41925,AM and PM,12-20-2023 12:27 AM
aalam,MOTOR VEHICLE OPERATOR,New York Ave,+(439) 773-2215,Unscheduled Sick Leave,58398,PM,12-19-2023 12:11 PM
aalina,Bus Attendant,New York Ave,+(666) 994-4045,Unscheduled Sick Leave,112055,PM,12-19-2023 12:00 PM
aarav,MOTOR VEHICLE OPERATOR,New York Ave,+(943) 565-4242,Unscheduled Sick Leave,41106,PM,12-19-2023 11:21 AM
aadesh,BUS ATTENDANT,New York Ave,+(953) 638-6905,Unscheduled Sick Leave,41452,PM,12-19-2023 10:58 AM
abdullah,BUS ATTENDANT,New York Ave,+(177) 127-1834,Unscheduled Sick Leave,41925,PM,12-19-2023 10:25 AM
aashis,BUS ATTENDANT,New York Ave,+(662) 808-5475,Unscheduled Sick Leave,41752,PM,12-19-2023 10:22 AM
aadish,Bus Attendant,New York Ave,+(288) 831-1482,Late to Work,128037,AM,12-19-2023 06:37 AM
aadesh,BUS ATTENDANT,New York Ave,+(953) 638-6905,Unscheduled Sick Leave,41452,AM,12-19-2023 06:20 AM
aadesh,BUS ATTENDANT,New York Ave,+(953) 638-6905,Late to Work,41452,AM,12-19-2023 06:02 AM
aalina,Bus Attendant,New York Ave,+(666) 994-4045,Unscheduled Sick Leave,112055,AM,12-19-2023 05:50 AM
aasmin,MOTOR VEHICLE OPERATOR,New York Ave,+(793) 931-1483,Unscheduled Sick Leave,98613,AM and PM,12-19-2023 04:11 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Unscheduled Sick Leave,111881,AM and PM,12-19-2023 04:08 AM
aanil,Motor Vehicle Operator,New York Ave,+(439) 587-9331,Annual Leave - Unscheduled,109679,AM and PM,12-19-2023 04:01 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,12-19-2023 03:58 AM
aarifun,BUS ATTENDANT,New York Ave,+(379) 284-5251,Unscheduled Sick Leave,41678,AM and PM,12-19-2023 03:57 AM
aaenab,Bus Attendant,New York Ave,+(607) 493-9290,Unscheduled Sick Leave,128038,AM and PM,12-19-2023 03:42 AM
aarati,Motor Vehicle Operator,New York Ave,+(689) 624-7135,FMLA,107306,AM and PM,12-19-2023 03:18 AM
aafrin,MOTOR VEHICLE OPERATOR,New York Ave,+(432) 988-6147,Unscheduled Sick Leave,41783,AM and PM,12-19-2023 03:01 AM
aavesh,Bus Attendant,New York Ave,+(420) 335-4215,Unscheduled Sick Leave,59648,AM and PM,12-19-2023 02:20 AM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,FMLA,41462,AM and PM,12-19-2023 12:13 AM
aaditya,MOTOR VEHICLE OPERATOR,New York Ave,+(921) 154-9304,Unscheduled Sick Leave,100688,PM,12-18-2023 01:55 PM
aas,Bus Attendant,New York Ave,+(185) 675-7762,Unscheduled Sick Leave,128165,PM,12-18-2023 12:42 PM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,PM,12-18-2023 12:10 PM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Annual Leave - Unscheduled,42381,PM,12-18-2023 11:50 AM
aansu,BUS ATTENDANT,New York Ave,+(927) 827-7604,Annual Leave - Unscheduled,41958,PM,12-18-2023 11:47 AM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Unscheduled Sick Leave,97105,PM,12-18-2023 11:38 AM
aayesha,MOTOR VEHICLE OPERATOR,New York Ave,+(929) 116-2774,Unscheduled Sick Leave,41858,PM,12-18-2023 11:28 AM
aanchal,Bus Attendant,New York Ave,+(931) 402-1644,Unscheduled Sick Leave,112095,PM,12-18-2023 10:24 AM
aarti,BUS ATTENDANT,New York Ave,+(954) 480-1159,Unscheduled Sick Leave,42162,PM,12-18-2023 10:07 AM
aajad,Bus Attendant,New York Ave,+(465) 353-2371,Late to Work,53347,AM and PM,12-18-2023 06:42 AM
aajad,Bus Attendant,New York Ave,+(465) 353-2371,Late to Work,53347,AM,12-18-2023 06:39 AM
aanik,MOTOR VEHICLE OPERATOR,New York Ave,+(351) 864-4673,Unscheduled Sick Leave,42219,AM,12-18-2023 06:31 AM
